,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
359,P08218,Q92878,CELA2B,RAD50,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006508, GO:0005576, GO:0005615, GO:0004252","GO:0033674, GO:0031954, GO:0016233, GO:0004017, GO:0090305, GO:0000784, GO:0003677, GO:0007004, GO:0000723, GO:0000722, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0016020, GO:0005654, GO:0030870, GO:0006260, GO:0046872, GO:0005524, GO:0005515, GO:0006281, GO:1904354, GO:0004003, GO:0032508, GO:0031860, GO:0006974, GO:0000790, GO:0000794, GO:0007131, GO:0046940, GO:0006310, GO:0000014, GO:0030674, GO:0003691, GO:0051880, GO:0070192, GO:0035861, GO:0032206, GO:0000019, GO:0016032"
360,O60921,Q03405,HUS1,PLAUR,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0033314, GO:0005654, GO:0006468, GO:0000077, GO:0031573, GO:0000724, GO:0035861, GO:0005634, GO:0005730, GO:0071479, GO:0006289, GO:0006974, GO:0009790, GO:0008156, GO:0009411, GO:0005515, GO:0044778, GO:0006281, GO:0001932, GO:0030896, GO:0005829","GO:0038023, GO:0007596, GO:0090200, GO:0005788, GO:0019898, GO:0035579, GO:0007165, GO:0043388, GO:0005925, GO:0031225, GO:0016021, GO:0071438, GO:0043066, GO:0045742, GO:2001243, GO:2001268, GO:0006935, GO:0009986, GO:0030377, GO:0030162, GO:0019899, GO:0005887, GO:0005886, GO:0005789, GO:0042730, GO:0043312, GO:0005576, GO:0005515, GO:0005102, GO:0001934, GO:0019904"
361,Q8WV99,Q92878,ZFAND2B,RAD50,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0043567, GO:0005783, GO:0043161, GO:0036435, GO:0045047, GO:0006616, GO:0043130, GO:0008270, GO:0005515, GO:0000502, GO:0005789, GO:0031225","GO:0033674, GO:0031954, GO:0016233, GO:0004017, GO:0090305, GO:0000784, GO:0003677, GO:0007004, GO:0000723, GO:0000722, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0016020, GO:0005654, GO:0030870, GO:0006260, GO:0046872, GO:0005524, GO:0005515, GO:0006281, GO:1904354, GO:0004003, GO:0032508, GO:0031860, GO:0006974, GO:0000790, GO:0000794, GO:0007131, GO:0046940, GO:0006310, GO:0000014, GO:0030674, GO:0003691, GO:0051880, GO:0070192, GO:0035861, GO:0032206, GO:0000019, GO:0016032"
362,Q15645,Q969Q4,TRIP13,ARL11,"two hybrid, two hybrid array, two hybrid pooling approach, yeast 2-hybrid","16189514, 19060904",2,"biogrid, hprd, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0005737, GO:0016192, GO:0006886, GO:0005622, GO:0002244, GO:0005515, GO:0005886, GO:0005525"
363,Q0VG06,Q96T91,FAAP100,GPHA2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:0005179, GO:0005515, GO:0010469, GO:0031531, GO:0005576, GO:0007166, GO:0046982, GO:0007186"
364,Q8N8Q3,Q99611,ENDOV,SEPHS2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0090502, GO:0006281, GO:0000287, GO:0006974, GO:0003727, GO:0016891, GO:0003677, GO:0016888, GO:0005730","GO:0005737, GO:0016260, GO:0016310, GO:0005829, GO:0005575, GO:0016259, GO:0001887, GO:0004756, GO:0005524, GO:0070329"
365,P56282,Q9UBX7,POLE2,KLK11,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0016604, GO:0008622, GO:0043231, GO:0006281, GO:0000082, GO:0003887, GO:0006974, GO:0006260, GO:0006261, GO:0005515, GO:0003677, GO:0042276","GO:0004252, GO:0005615, GO:0005794, GO:0030141, GO:0006508, GO:0008236, GO:0070062"
367,O75771,Q6P1W5,RAD51D,C1orf94,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0033063, GO:0000781, GO:0000784, GO:0003677, GO:0000723, GO:0000724, GO:0005813, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006289, GO:0006974, GO:0042148, GO:0007131, GO:0008094, GO:0000400, GO:0051726, GO:0036297, GO:0005515, GO:0043015",GO:0005515
372,Q8N8B7,Q9Y620,TCEANC,RAD54B,two hybrid,"16189514, 25416956",2,biogrid,exp,"GO:0005634, GO:0006351, GO:0005515","GO:0006312, GO:0006281, GO:0005634, GO:0000724, GO:0015616, GO:0006974, GO:0003724, GO:0005515, GO:0003677, GO:0003678, GO:0007131, GO:0032508, GO:0005524"
373,P18858,Q96A37,LIG1,RNF166,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0033151, GO:0006298, GO:0051103, GO:0003910, GO:0003677, GO:0009653, GO:0051301, GO:0005737, GO:0005634, GO:0005739, GO:0005654, GO:0006266, GO:1903461, GO:0046872, GO:0005524, GO:0006284, GO:0006283, GO:0006281, GO:0006974, GO:0003909, GO:0043231, GO:0006273, GO:0071897","GO:0046872, GO:0005515"
374,Q9Y294,Q9Y2V0,ASF1A,C15orf41,"affinity chromatography technology, anti tag coimmunoprecipitation","26496610, 28514442",2,"biogrid, intact",exp,"GO:0031936, GO:0005654, GO:0042393, GO:0032991, GO:0006281, GO:0006336, GO:0005634, GO:0006335, GO:0006974, GO:0000790, GO:0006351, GO:0005515, GO:0003682, GO:0042692, GO:0006334, GO:0001649",
379,P49916,Q9NTX7,LIG3,RNF146,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0033151, GO:0051103, GO:0008270, GO:0003677, GO:0007049, GO:0005737, GO:0006302, GO:0000724, GO:0005634, GO:0005739, GO:0005654, GO:0051301, GO:0005524, GO:0006283, GO:0006281, GO:0006288, GO:0006974, GO:0003909, GO:0006273, GO:0090298, GO:0005515, GO:0071897, GO:0003910","GO:0072572, GO:0090263, GO:0004842, GO:0005829, GO:0016055, GO:0005654, GO:0051865, GO:0008270, GO:0005515, GO:0006511, GO:0005886, GO:0070936, GO:0061630"
382,P54725,Q96IV0,RAD23A,NGLY1,"two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid, x-ray crystallography","22575648, 25416956",2,"biogrid, intact",exp,"GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684","GO:0005737, GO:0016787, GO:0006457, GO:0005515, GO:0005829, GO:0006516, GO:0006517, GO:0000224, GO:0006515, GO:0046872, GO:0005634"
384,O15287,Q14469,FANCG,HES1,"affinity chromatography technology, two hybrid, yeast 2-hybrid","18550849, 19321451",2,"biogrid, hprd",exp,"GO:0005654, GO:0001541, GO:0006281, GO:0009314, GO:0005829, GO:0005730, GO:0036297, GO:0005739, GO:0003684, GO:0006974, GO:0005515, GO:0005886, GO:0007286, GO:0043240, GO:0007005","GO:2000737, GO:0061309, GO:0060716, GO:0072050, GO:0061626, GO:0001078, GO:0003151, GO:0005654, GO:0007219, GO:0003266, GO:0003714, GO:0042531, GO:0090162, GO:0031016, GO:0060253, GO:0048469, GO:0046331, GO:0001756, GO:0030513, GO:0072049, GO:0035910, GO:2000978, GO:0021537, GO:0048715, GO:0061009, GO:0048711, GO:0003281, GO:0060675, GO:0003677, GO:0043388, GO:0090102, GO:0065003, GO:0016477, GO:0042826, GO:0000981, GO:0043565, GO:0060164, GO:0021558, GO:0060412, GO:0035019, GO:0072141, GO:0097150, GO:0007224, GO:0006351, GO:0030154, GO:0061106, GO:0021555, GO:0021557, GO:2000974, GO:0070888, GO:0005737, GO:0050767, GO:1990837, GO:0072012, GO:0000122, GO:0005634, GO:0051087, GO:0045747, GO:0045977, GO:0042803, GO:0008284, GO:0008134, GO:0045892, GO:0045598, GO:0050678, GO:0045944, GO:0005515, GO:0030324, GO:0021575, GO:0072282, GO:0001889, GO:0042668, GO:0021984, GO:0071820, GO:0048844, GO:0048538, GO:0045608, GO:0000977, GO:0048667, GO:0046427, GO:0046425, GO:0042102, GO:0060122, GO:0097084, GO:0007155, GO:0003143, GO:0007399, GO:0003700, GO:0030901, GO:0021861, GO:2000227"
391,Q12824,Q8TDY2,SMARCB1,RB1CC1,affinity chromatography technology,"20614030, 21637919",2,biogrid,exp,"GO:2000617, GO:2000618, GO:0030154, GO:0090240, GO:0031492, GO:0003677, GO:1902661, GO:0007049, GO:0030957, GO:0005730, GO:0005634, GO:0043044, GO:0003713, GO:0005654, GO:0045944, GO:0016514, GO:1900113, GO:1900110, GO:0000980, GO:0008285, GO:0005515, GO:0006281, GO:0001164, GO:0001650, GO:0000790, GO:0043923, GO:0001188, GO:0006974, GO:0051091, GO:0032991, GO:0043231, GO:0006338, GO:0006337, GO:0039692, GO:0015074, GO:0006357, GO:0071565, GO:0071564, GO:1901838, GO:0007399, GO:0000978, GO:0002039","GO:2001237, GO:0030242, GO:0016236, GO:0034727, GO:0034045, GO:0001889, GO:0032947, GO:0007049, GO:0019898, GO:0000045, GO:0016241, GO:0061709, GO:0006914, GO:0031965, GO:0061723, GO:0019901, GO:0046330, GO:1990316, GO:0005789, GO:0007507, GO:0045793, GO:0000422, GO:0005829, GO:0006355, GO:0006351, GO:0005515, GO:0001934"
392,Q13133,Q99728,NR1H3,BARD1,affinity chromatography technology,"19164445, 24009820",2,biogrid,exp,"GO:2000325, GO:0090341, GO:0071222, GO:0090188, GO:0030154, GO:0090575, GO:0001133, GO:0008270, GO:0043401, GO:0003677, GO:0042752, GO:0048550, GO:0051006, GO:0055092, GO:0010867, GO:0050728, GO:0030522, GO:0000122, GO:0033993, GO:0005634, GO:0032376, GO:0003713, GO:0007275, GO:0005654, GO:0045944, GO:0032270, GO:0004879, GO:0006367, GO:0010745, GO:0000981, GO:0045723, GO:0032810, GO:0070328, GO:0006629, GO:0043235, GO:0008134, GO:0008289, GO:0030374, GO:0055088, GO:0034145, GO:0000790, GO:0060336, GO:0045893, GO:0098531, GO:0042632, GO:0010870, GO:0010875, GO:0044212, GO:0015485, GO:0032369, GO:0003700, GO:0001076, GO:0003707, GO:0010887, GO:0043277, GO:0000976, GO:0000977, GO:0005515, GO:0032570, GO:0043031, GO:0004872","GO:0036464, GO:0005737, GO:0043065, GO:0006303, GO:0031436, GO:0016567, GO:0000729, GO:0005654, GO:0043066, GO:0006260, GO:0070531, GO:0046872, GO:0016579, GO:0042803, GO:0016607, GO:0006281, GO:0007050, GO:0019900, GO:0001894, GO:0004842, GO:0042325, GO:0006974, GO:0031441, GO:0000151, GO:0046826, GO:0045732, GO:0085020, GO:0003723, GO:0005515, GO:0046982, GO:0005634"
393,Q6AI12,Q8N8Q3,ANKRD40,ENDOV,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005575, GO:0003674, GO:0008150, GO:0005515","GO:0005737, GO:0090502, GO:0006281, GO:0000287, GO:0006974, GO:0003727, GO:0016891, GO:0003677, GO:0016888, GO:0005730"
395,Q96SD1,Q9Y478,DCLRE1C,PRKAB1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0000014, GO:0031848, GO:0008409, GO:0006303, GO:0005794, GO:0004519, GO:0030183, GO:0036297, GO:0006974, GO:0090305, GO:0033151, GO:0000784, GO:0005515, GO:0035312, GO:0010212, GO:0006281, GO:0070419, GO:0005654, GO:0003684, GO:0002250","GO:0006633, GO:0019901, GO:0006468, GO:0031588, GO:0035878, GO:0004679, GO:0016236, GO:0005829, GO:0050790, GO:0051291, GO:0005737, GO:0007050, GO:0010628, GO:0007165, GO:0005515, GO:0004672, GO:0005654, GO:0005634"
397,Q13315,Q86VZ1,ATM,P2RY8,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0071044, GO:0018105, GO:0071480, GO:0033151, GO:0043525, GO:0030889, GO:1904262, GO:0005515, GO:0009791, GO:0000724, GO:0008340, GO:0044877, GO:0007165, GO:0035264, GO:0003677, GO:0001666, GO:0042981, GO:0007143, GO:0007140, GO:0000723, GO:0005654, GO:0005819, GO:0006303, GO:0001541, GO:0005730, GO:0031410, GO:0000729, GO:0071481, GO:0032212, GO:0032210, GO:0046777, GO:0043065, GO:0004674, GO:0004677, GO:0006260, GO:0048538, GO:0016572, GO:1901796, GO:0010506, GO:0005524, GO:1904884, GO:0036289, GO:0006468, GO:0007420, GO:1904358, GO:0097695, GO:0006281, GO:1904354, GO:0016303, GO:0033129, GO:0097694, GO:0006974, GO:0006975, GO:0051402, GO:0006977, GO:0042159, GO:1903978, GO:0036092, GO:0010212, GO:0007507, GO:0045141, GO:0043517, GO:0001756, GO:1903626, GO:0000781, GO:0072434, GO:1905843, GO:0008630, GO:0047485, GO:0071500, GO:1990391, GO:1900034, GO:0090399, GO:0007050, GO:0007131, GO:0002377, GO:0048599, GO:0051972, GO:0016301, GO:0007094, GO:0046983, GO:0002331, GO:0005634, GO:0000784","GO:0004930, GO:0051482, GO:0035025, GO:0005887, GO:0045028, GO:0035589"
399,P13010,P35548,XRCC5,MSX2,affinity chromatography technology,"12145306, 12145310",2,"biogrid, hprd, iid-pred","exp, pred","GO:0006351, GO:0008022, GO:0060218, GO:0071480, GO:0071481, GO:0042493, GO:0005886, GO:0045860, GO:0000783, GO:0044877, GO:0000784, GO:0003677, GO:0043085, GO:0000723, GO:1990830, GO:0006302, GO:0005730, GO:0075713, GO:0005634, GO:0016020, GO:0032212, GO:0071475, GO:0050769, GO:0005654, GO:0004003, GO:0003690, GO:0003691, GO:0032508, GO:0005524, GO:0051973, GO:0043564, GO:0071398, GO:0048660, GO:0008283, GO:0042162, GO:0045087, GO:0006974, GO:0032481, GO:0045892, GO:0034774, GO:0006303, GO:0006281, GO:0051575, GO:0006310, GO:0044212, GO:0031625, GO:0032991, GO:0007420, GO:0032993, GO:0003684, GO:0032204, GO:0005829, GO:1990904, GO:0043312, GO:0070198, GO:0002218, GO:0005576, GO:0003723, GO:0005515, GO:0070419, GO:1904430, GO:0008047","GO:0060346, GO:0060364, GO:0032792, GO:0060363, GO:0023019, GO:0035313, GO:0001649, GO:0016607, GO:0043565, GO:0048863, GO:0051795, GO:0000122, GO:0003712, GO:0043066, GO:0060444, GO:0000989, GO:0002063, GO:0003416, GO:0045669, GO:0003198, GO:0000981, GO:0006351, GO:0008285, GO:0071392, GO:0008134, GO:0002076, GO:0070166, GO:0001227, GO:2001055, GO:0035115, GO:0035116, GO:0045892, GO:0061312, GO:0030513, GO:0045599, GO:0044212, GO:0035880, GO:0009952, GO:0090427, GO:0003148, GO:0000977, GO:0005515, GO:0045617, GO:0005829, GO:2000678"
402,O75771,Q8IYX8,RAD51D,CEP57L1,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0033063, GO:0000781, GO:0000784, GO:0003677, GO:0000723, GO:0000724, GO:0005813, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006289, GO:0006974, GO:0042148, GO:0007131, GO:0008094, GO:0000400, GO:0051726, GO:0036297, GO:0005515, GO:0043015","GO:0005737, GO:0005813, GO:0008017, GO:0005575, GO:0003674, GO:0008150, GO:0005515, GO:0043015, GO:0005874, GO:0042802"
403,Q9HBV2,Q9UI95,SPACA1,MAD2L2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0002079, GO:0002080, GO:0016021, GO:0001675","GO:0033138, GO:0042177, GO:0051301, GO:0045830, GO:0005819, GO:0042276, GO:0000122, GO:0005634, GO:0005654, GO:2001034, GO:1904667, GO:0005694, GO:0090090, GO:0010944, GO:0006281, GO:0006974, GO:0001558, GO:0045893, GO:0001102, GO:0042772, GO:0043433, GO:0006302, GO:0008432, GO:2000042, GO:0007015, GO:0010719, GO:2000048, GO:0035861, GO:0005829, GO:0005730, GO:0016035, GO:0006351, GO:0005515, GO:0007094, GO:2000678, GO:0005680"
408,P01036,Q8IW19,CST4,APLF,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005615, GO:0001580, GO:0004869, GO:0045861, GO:0001895, GO:0070062","GO:0003906, GO:0008408, GO:0006302, GO:0000012, GO:0140078, GO:0035861, GO:0045191, GO:0051106, GO:0004520, GO:0006974, GO:0000166, GO:0005654, GO:0090305, GO:0005829, GO:0005515, GO:0006281, GO:0046872, GO:0005634"
409,Q9HBI0,Q9UBT6,PARVG,POLK,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0005856, GO:0015629, GO:0034446, GO:0031532, GO:0030031, GO:0003779, GO:0007160, GO:0007163, GO:0005515, GO:0005886, GO:0005925","GO:0003887, GO:0006297, GO:0006296, GO:0006283, GO:0006281, GO:0005634, GO:0019985, GO:0033683, GO:0070987, GO:0005654, GO:0006974, GO:0016604, GO:0006260, GO:0005515, GO:0034644, GO:0090734, GO:0046872, GO:0003684, GO:0042276"
410,P51587,Q9H410,BRCA2,DSN1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0045931, GO:0008022, GO:0033593, GO:0008585, GO:0000784, GO:0035264, GO:0010225, GO:0010485, GO:0007141, GO:0000722, GO:0032355, GO:0006302, GO:0000724, GO:0005813, GO:0005634, GO:0010332, GO:0004402, GO:0000281, GO:0000800, GO:0001556, GO:0005654, GO:1990426, GO:0048478, GO:0043967, GO:0002020, GO:0032465, GO:0010484, GO:0003697, GO:0042802, GO:0042127, GO:0070200, GO:0051298, GO:0043966, GO:0006281, GO:0030141, GO:0007584, GO:0010778, GO:0006289, GO:0006974, GO:0007283, GO:0045893, GO:0030097, GO:0051598, GO:0006978, GO:0010165, GO:0007420, GO:0032991, GO:0007569, GO:0042771, GO:0031619, GO:0001833, GO:0030879, GO:0033600, GO:0006355, GO:0043150, GO:0005515, GO:0043015, GO:0005829","GO:0005829, GO:0016604, GO:0000818, GO:0005730, GO:0005634, GO:0043312, GO:0000922, GO:0001650, GO:0035578, GO:0000070, GO:0005515, GO:0000444, GO:0000777, GO:0000941, GO:0051301, GO:0005576"
413,O60260,P54725,PRKN,RAD23A,"affinity chromatography technology, enzymatic study","19013454, 23503661",2,"biogrid, iid-pred","exp, pred","GO:0090141, GO:0032436, GO:0005783, GO:0061734, GO:0007612, GO:0098779, GO:0043524, GO:0008270, GO:1903861, GO:0070936, GO:0007005, GO:0032232, GO:0070842, GO:1903202, GO:0070534, GO:0043123, GO:0005794, GO:1903265, GO:0060548, GO:0044314, GO:0019901, GO:0019900, GO:0030165, GO:1903382, GO:1905281, GO:1903542, GO:0070585, GO:0010636, GO:0010637, GO:0000422, GO:0071287, GO:0042826, GO:0005829, GO:0000151, GO:0016567, GO:0051865, GO:1902254, GO:1903377, GO:0060828, GO:1990452, GO:0031072, GO:0036503, GO:1902236, GO:0010906, GO:0010629, GO:0010628, GO:0043388, GO:0042981, GO:0035249, GO:0016607, GO:0044267, GO:0032092, GO:0003779, GO:0001964, GO:0043130, GO:0097413, GO:1901800, GO:0048471, GO:0016579, GO:2000378, GO:1990444, GO:2000377, GO:0008013, GO:1902530, GO:1901215, GO:0004842, GO:0031648, GO:0032368, GO:0031647, GO:0010498, GO:0070050, GO:0045732, GO:0006511, GO:0000976, GO:0006351, GO:0090201, GO:0019899, GO:0046676, GO:0001664, GO:0000209, GO:0007417, GO:0005737, GO:0000122, GO:0070979, GO:0043161, GO:0005634, GO:0051087, GO:0005739, GO:0008344, GO:0043005, GO:1902283, GO:0031396, GO:0010994, GO:0042802, GO:0044828, GO:0030544, GO:0042417, GO:0042415, GO:0043274, GO:0044257, GO:0071797, GO:1905366, GO:0006979, GO:0050821, GO:0031624, GO:0031625, GO:0097602, GO:0000423, GO:0097237, GO:0051583, GO:0051582, GO:0045944, GO:0005515, GO:0034976, GO:1903351, GO:0035519, GO:0042053, GO:1905477, GO:0000266, GO:0016236, GO:0017124, GO:0033132, GO:0016235, GO:0046329, GO:0010821, GO:0034620, GO:0014059, GO:0006513, GO:1990381, GO:0085020, GO:0042787, GO:0098793, GO:0010506, GO:0019005, GO:0090090, GO:0015631, GO:0099073, GO:0055069, GO:0061630, GO:0099074, GO:0051881, GO:0003700, GO:1904049, GO:1903214, GO:1902803, GO:0001933, GO:1900407, GO:1903599","GO:0032436, GO:0032434, GO:0031593, GO:0005737, GO:0045787, GO:0000502, GO:0043161, GO:0005634, GO:1990381, GO:0045070, GO:0005815, GO:0005654, GO:0016579, GO:0003697, GO:0016032, GO:0006281, GO:0006289, GO:0006974, GO:0019900, GO:0031648, GO:0070628, GO:0032991, GO:0043231, GO:0005829, GO:0043130, GO:0005515, GO:0003684"
415,Q9BRT8,Q9NZ71,CBWD1,RTEL1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,GO:0005524,"GO:1902990, GO:1904506, GO:0000781, GO:0003677, GO:0043247, GO:0000723, GO:0010569, GO:0070182, GO:0005634, GO:0005654, GO:0004003, GO:1904535, GO:0045910, GO:0031297, GO:0005524, GO:1904358, GO:0006281, GO:1904355, GO:0032508, GO:0006974, GO:0090657, GO:0046872, GO:0051539, GO:0032206, GO:0000732, GO:0005515, GO:1904430"
416,P12956,Q13950,XRCC6,RUNX2,affinity chromatography technology,"12145306, 12145308",2,"bci, biogrid, hprd, iid-pred","exp, pred","GO:0008022, GO:0071480, GO:0071481, GO:1904813, GO:0000783, GO:0044877, GO:0000784, GO:0003677, GO:0000723, GO:0006303, GO:0005730, GO:0075713, GO:0005634, GO:0016020, GO:0071475, GO:0005654, GO:0006266, GO:0005667, GO:0004003, GO:0003690, GO:0003691, GO:0032508, GO:0005524, GO:0006351, GO:0043564, GO:0030332, GO:0048660, GO:0006281, GO:0042162, GO:0045087, GO:0051290, GO:0006974, GO:0032481, GO:0045892, GO:0045893, GO:0034774, GO:0051575, GO:0006310, GO:0044212, GO:0045860, GO:0032991, GO:0007420, GO:0032993, GO:0005829, GO:0043312, GO:0002218, GO:0005576, GO:0045944, GO:0003723, GO:0005515, GO:0070419, GO:0097680, GO:0003684","GO:0001503, GO:0048469, GO:0030509, GO:0001077, GO:0043425, GO:0001649, GO:0070491, GO:0048863, GO:0005634, GO:0042487, GO:0005654, GO:0032332, GO:0005667, GO:0006367, GO:0002063, GO:0045669, GO:0005524, GO:0008284, GO:0048701, GO:1901522, GO:0030182, GO:0030217, GO:0002076, GO:0045879, GO:0035115, GO:0000790, GO:0045892, GO:0045893, GO:0040036, GO:0042475, GO:0001958, GO:0003700, GO:0005829, GO:0019904, GO:0045595, GO:0002051, GO:0006357, GO:0045944, GO:0000981, GO:0005515, GO:0030097, GO:0000978, GO:0003682, GO:0071773"
417,O75771,Q9UKT9,RAD51D,IKZF3,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0033063, GO:0000781, GO:0000784, GO:0003677, GO:0000723, GO:0000724, GO:0005813, GO:0005634, GO:0000707, GO:0005654, GO:0005657, GO:0003697, GO:0005524, GO:0005737, GO:0006281, GO:0006289, GO:0006974, GO:0042148, GO:0007131, GO:0008094, GO:0000400, GO:0051726, GO:0036297, GO:0005515, GO:0043015","GO:0007498, GO:0030888, GO:0042981, GO:0005737, GO:0043565, GO:0005634, GO:0005654, GO:0006366, GO:0046872, GO:0042802, GO:0000977, GO:0042113, GO:0042803, GO:0005886, GO:0044212, GO:0003700, GO:0005829, GO:0001228, GO:0006357, GO:0045944, GO:0045619, GO:0005515, GO:0046982, GO:0045577, GO:0000981"
418,Q96AY2,Q9Y337,EME1,KLK5,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005720, GO:0005654, GO:0006302, GO:0006281, GO:0000712, GO:0005730, GO:0072429, GO:0004520, GO:0036297, GO:0006974, GO:0090305, GO:0000790, GO:0005515, GO:0003677, GO:0008821, GO:0046872, GO:0031297, GO:0048476, GO:0031573","GO:0004252, GO:0002803, GO:0005615, GO:0022617, GO:0030141, GO:0005829, GO:0005576, GO:0070268, GO:0008236, GO:0045745, GO:0005515, GO:0097209, GO:0006508, GO:0008233, GO:0008544, GO:0004175, GO:0097186"
420,P15408,P38398,FOSL2,BRCA1,"affinity chromatography technology, chromatin immunoprecipitation assay","23339184, 25184681",2,"biogrid, iid-pred, intact","exp, pred","GO:0000982, GO:0003700, GO:0048146, GO:0005634, GO:0003334, GO:0001228, GO:0005654, GO:0006357, GO:0045944, GO:0000977, GO:0005515, GO:0006366, GO:0000978, GO:0003682, GO:0008219, GO:0000981","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
