PROTID;GENEID;DEFLINE;NumExp;Total;FREQ;ALL_NUMSPECSTOT;ALL_NUMSPECSUNIQ
NP_004613.1;TSN;translin [Homo sapiens];10;334;0.029155;15;15
NP_004690.1;FAM50A;XAP-5 protein [Homo sapiens];10;334;0.029155;13;13
NP_004949.1;MTOR;serine/threonine-protein kinase mTOR [Homo sapiens];10;334;0.029155;12;12
NP_005000.1;NME4;nucleoside diphosphate kinase, mitochondrial precursor [Homo sapiens];10;334;0.029155;16;16
NP_005100.1;OXSR1;serine/threonine-protein kinase OSR1 [Homo sapiens];10;334;0.029155;11;11
NP_005633.2;TAF7;transcription initiation factor TFIID subunit 7 [Homo sapiens];10;334;0.029155;77;77
NP_005757.1;FARP1;FERM, RhoGEF and pleckstrin domain-containing protein 1 isoform 1 [Homo sapiens];10;334;0.029155;25;25
NP_006800.2;TOMM34;mitochondrial import receptor subunit TOM34 [Homo sapiens];10;334;0.029155;13;13
NP_009330.1;STAT1;signal transducer and activator of transcription 1-alpha/beta isoform alpha [Homo sapiens];10;334;0.029155;30;30
NP_036218.1;GTF3C3;general transcription factor 3C polypeptide 3 isoform 1 [Homo sapiens];10;334;0.029155;36;36
NP_036220.1;PGLS;6-phosphogluconolactonase [Homo sapiens];10;334;0.029155;24;24
NP_036382.2;RRAS2;ras-related protein R-Ras2 isoform a [Homo sapiens];10;334;0.029155;20;20
NP_036546.2;RAB3GAP2;rab3 GTPase-activating protein non-catalytic subunit [Homo sapiens];10;334;0.029155;17;17
NP_039234.1;CLIC4;chloride intracellular channel protein 4 [Homo sapiens];10;334;0.029155;26;26
NP_054861.2;NUDT5;ADP-sugar pyrophosphatase [Homo sapiens];10;334;0.029155;15;15
NP_055316.2;UBE2S;ubiquitin-conjugating enzyme E2 S [Homo sapiens];10;334;0.029155;13;13
NP_055444.2;ARHGEF10;rho guanine nucleotide exchange factor 10 [Homo sapiens];10;334;0.029155;55;55
NP_055475.2;PHF14;PHD finger protein 14 [Homo sapiens];10;334;0.029155;33;33
NP_055612.2;ZBTB24;zinc finger and BTB domain-containing protein 24 isoform 1 [Homo sapiens];10;334;0.029155;32;32
NP_055720.3;GLS;glutaminase kidney isoform, mitochondrial precursor [Homo sapiens];10;334;0.029155;15;15
NP_055866.1;ERP44;endoplasmic reticulum resident protein 44 precursor [Homo sapiens];10;334;0.029155;14;14
NP_055970.1;LARP4B;la-related protein 4B [Homo sapiens];10;334;0.029155;12;12
NP_056083.3;DNAJC13;dnaJ homolog subfamily C member 13 [Homo sapiens];10;334;0.029155;11;11
NP_056450.2;GAPVD1;GTPase-activating protein and VPS9 domain-containing protein 1 [Homo sapiens];10;334;0.029155;18;18
NP_057040.2;MRPL4;39S ribosomal protein L4, mitochondrial isoform a [Homo sapiens];10;334;0.029155;17;17
NP_057053.1;MRPS17;28S ribosomal protein S17, mitochondrial precursor [Homo sapiens];10;334;0.029155;14;14
NP_057195.2;TELO2;telomere length regulation protein TEL2 homolog [Homo sapiens];10;334;0.029155;19;19
NP_057310.1;VPS29;vacuolar protein sorting-associated protein 29 isoform 1 [Homo sapiens];10;334;0.029155;14;14
NP_057388.1;RSL24D1;probable ribosome biogenesis protein RLP24 [Homo sapiens];10;334;0.029155;20;20
NP_057407.2;HERC5;E3 ISG15--protein ligase HERC5 [Homo sapiens];10;334;0.029155;8;8
NP_057651.1;BCCIP;BRCA2 and CDKN1A-interacting protein isoform BCCIPalpha [Homo sapiens];10;334;0.029155;12;12
NP_060272.3;HEATR2;HEAT repeat-containing protein 2 [Homo sapiens];10;334;0.029155;9;9
NP_060366.1;GID8;protein C20orf11 [Homo sapiens];10;334;0.029155;17;17
NP_060391.2;NPLOC4;nuclear protein localization protein 4 homolog [Homo sapiens];10;334;0.029155;16;16
NP_060549.4;SRBD1;S1 RNA-binding domain-containing protein 1 [Homo sapiens];10;334;0.029155;13;13
NP_060587.8;WDR11;WD repeat-containing protein 11 [Homo sapiens];10;334;0.029155;10;10
NP_060830.2;TXLNG;gamma-taxilin isoform 1 [Homo sapiens];10;334;0.029155;14;14
NP_062552.2;MEPCE;7SK snRNA methylphosphate capping enzyme isoform A [Homo sapiens];10;334;0.029155;13;13
NP_065118.2;REXO4;RNA exonuclease 4 [Homo sapiens];10;334;0.029155;27;27
NP_065825.1;MIB1;E3 ubiquitin-protein ligase MIB1 [Homo sapiens];10;334;0.029155;26;26
NP_065974.1;ZDBF2;DBF4-type zinc finger-containing protein 2 [Homo sapiens];10;334;0.029155;50;50
NP_067064.2;WIZ;protein Wiz [Homo sapiens];10;334;0.029155;12;12
NP_077305.2;EFHD2;EF-hand domain-containing protein D2 [Homo sapiens];10;334;0.029155;25;17
NP_077817.2;CEP70;centrosomal protein of 70 kDa [Homo sapiens];10;334;0.029155;40;40
NP_079366.3;USP36;ubiquitin carboxyl-terminal hydrolase 36 [Homo sapiens];10;334;0.029155;19;19
NP_115488.2;MRPL43;39S ribosomal protein L43, mitochondrial isoform a [Homo sapiens];10;334;0.029155;18;18
NP_115984.3;PPP1R9B;neurabin-2 [Homo sapiens];10;334;0.029155;105;100
NP_116021.2;PAPOLA;poly(A) polymerase alpha [Homo sapiens];10;334;0.029155;25;25
NP_116185.2;SYAP1;synapse-associated protein 1 [Homo sapiens];10;334;0.029155;15;15
NP_116199.2;ATAD1;ATPase family AAA domain-containing protein 1 [Homo sapiens];10;334;0.029155;7;7
NP_653304.2;LSM14B;protein LSM14 homolog B [Homo sapiens];10;334;0.029155;14;14
NP_775762.1;LSM11;U7 snRNA-associated Sm-like protein LSm11 [Homo sapiens];10;334;0.029155;11;11
NP_787048.1;TXLNA;alpha-taxilin [Homo sapiens];10;334;0.029155;28;28
NP_789782.1;CHMP4B;charged multivesicular body protein 4b [Homo sapiens];10;334;0.029155;23;23
NP_849193.1;STT3B;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B [Homo sapiens];10;334;0.029155;13;13
XP_003118814.1;null;PREDICTED: hypothetical protein LOC100506584 [Homo sapiens];10;334;0.029155;17;17
NP_002888.1;RBMS1;RNA-binding motif, single-stranded-interacting protein 1 isoform c [Homo sapiens];10;334;0.029155;15;8
NP_005636.1;TAF13;transcription initiation factor TFIID subunit 13 [Homo sapiens];10;334;0.029155;13;13
NP_036340.1;HARS2;probable histidyl-tRNA synthetase, mitochondrial precursor [Homo sapiens];10;334;0.029155;15;1
NP_112242.1;ISG20L2;interferon-stimulated 20 kDa exonuclease-like 2 [Homo sapiens];10;334;0.029155;8;8
XP_003118984.1;null;PREDICTED: la-related protein 1-like [Homo sapiens];10;334;0.029155;12;12
NP_006451.1;HEXIM1;protein HEXIM1 [Homo sapiens];10;334;0.029155;12;12
NP_003121.1;SRI;sorcin isoform a [Homo sapiens];10;334;0.029155;13;13
NP_115706.1;CAPNS2;calpain small subunit 2 [Homo sapiens];10;334;0.029155;24;7
NP_061027.2;LRP1B;low-density lipoprotein receptor-related protein 1B precursor [Homo sapiens];10;334;0.029155;10;1
NP_075566.2;PYCRL;pyrroline-5-carboxylate reductase 3 [Homo sapiens];10;334;0.029155;14;14
NP_000874.2;IMPDH1;inosine-5_-monophosphate dehydrogenase 1 isoform a [Homo sapiens];10;334;0.029155;6;4
NP_004841.2;ROCK2;rho-associated protein kinase 2 [Homo sapiens];10;334;0.029155;11;3
NP_002815.3;PTMS;parathymosin [Homo sapiens];10;334;0.029155;13;13
NP_037478.2;SNX12;sorting nexin-12 [Homo sapiens];10;334;0.029155;9;3
NP_001846.3;COL15A1;collagen alpha-1(XV) chain precursor [Homo sapiens];10;334;0.029155;10;10
NP_000007.1;ACADM;medium-chain specific acyl-CoA dehydrogenase, mitochondrial isoform a precursor [Homo sapiens];9;334;0.026239;18;18
NP_000030.1;APOA1;apolipoprotein A-I preproprotein [Homo sapiens];9;334;0.026239;11;11
NP_000048.1;BLM;Bloom syndrome protein [Homo sapiens];9;334;0.026239;46;46
NP_000050.2;BRCA2;breast cancer type 2 susceptibility protein [Homo sapiens];9;334;0.026239;14;14
NP_001001323.1;ATP2B1;plasma membrane calcium-transporting ATPase 1 isoform 1a [Homo sapiens];9;334;0.026239;18;18
NP_001009183.1;GEMIN2;survival of motor neuron protein-interacting protein 1 isoform gamma [Homo sapiens];9;334;0.026239;7;7
NP_001009571.2;CADPS2;calcium-dependent secretion activator 2 isoform b [Homo sapiens];9;334;0.026239;11;11
NP_001020767.1;CELF1;CUGBP Elav-like family member 1 isoform 3 [Homo sapiens];9;334;0.026239;13;13
NP_001025178.1;AP1G1;AP-1 complex subunit gamma-1 isoform a [Homo sapiens];9;334;0.026239;16;16
NP_001035526.1;YARS2;tyrosyl-tRNA synthetase, mitochondrial precursor [Homo sapiens];9;334;0.026239;5;5
NP_001036083.1;PARP2;poly [ADP-ribose] polymerase 2 isoform 2 [Homo sapiens];9;334;0.026239;31;31
NP_001036236.1;LCK;tyrosine-protein kinase Lck precursor [Homo sapiens];9;334;0.026239;42;42
NP_001041675.1;CLCC1;chloride channel CLIC-like protein 1 isoform 1 [Homo sapiens];9;334;0.026239;62;62
NP_001075.1;PLOD3;procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 precursor [Homo sapiens];9;334;0.026239;14;14
NP_001093882.1;DROSHA;ribonuclease 3 isoform 2 [Homo sapiens];9;334;0.026239;22;22
NP_001098016.1;RPP30;ribonuclease P protein subunit p30 isoform a [Homo sapiens];9;334;0.026239;9;9
NP_001098057.1;SLFN11;schlafen family member 11 [Homo sapiens];9;334;0.026239;28;28
NP_001123917.1;SSFA2;sperm-specific antigen 2 isoform 1 [Homo sapiens];9;334;0.026239;43;43
NP_001127852.1;TBC1D5;TBC1 domain family member 5 isoform b [Homo sapiens];9;334;0.026239;186;186
NP_001138829.1;SIN3A;paired amphipathic helix protein Sin3a [Homo sapiens];9;334;0.026239;21;21
NP_001139685.2;TBC1D15;TBC1 domain family member 15 isoform 3 [Homo sapiens];9;334;0.026239;5;5
NP_001153239.1;BZW2;basic leucine zipper and W2 domain-containing protein 2 [Homo sapiens];9;334;0.026239;24;24
NP_001153566.1;ACOT13;acyl-coenzyme A thioesterase 13 isoform 2 [Homo sapiens];9;334;0.026239;13;13
NP_001157207.1;MYO19;myosin-XIX isoform 2 [Homo sapiens];9;334;0.026239;16;16
NP_001157718.1;C1orf27;protein odr-4 homolog isoform 3 [Homo sapiens];9;334;0.026239;22;22
NP_001157863.1;MTF2;metal-response element-binding transcription factor 2 isoform c [Homo sapiens];9;334;0.026239;9;9
NP_001172110.1;PFDN6;prefoldin subunit 6 [Homo sapiens];9;334;0.026239;10;10
NP_001186054.1;COPS3;COP9 signalosome complex subunit 3 isoform 2 [Homo sapiens];9;334;0.026239;12;12
NP_001186421.1;PDCD4;programmed cell death protein 4 isoform 3 [Homo sapiens];9;334;0.026239;12;12
NP_001327.2;CTSZ;cathepsin Z preproprotein [Homo sapiens];9;334;0.026239;15;15
NP_001405.1;EIF2B1;translation initiation factor eIF-2B subunit alpha [Homo sapiens];9;334;0.026239;6;6
NP_001687.1;ATP6V1E1;V-type proton ATPase subunit E 1 isoform a [Homo sapiens];9;334;0.026239;12;12
NP_001738.2;CAPG;macrophage-capping protein [Homo sapiens];9;334;0.026239;23;23
NP_001744.2;CAV1;caveolin-1 isoform alpha [Homo sapiens];9;334;0.026239;48;48
NP_002078.1;GRN;granulins precursor [Homo sapiens];9;334;0.026239;71;71
NP_002355.2;MAGEB2;melanoma-associated antigen B2 [Homo sapiens];9;334;0.026239;18;18
NP_002443.3;NUDT1;7,8-dihydro-8-oxoguanine triphosphatase isoform p18 [Homo sapiens];9;334;0.026239;15;15
NP_002449.2;MUC5B;mucin-5B precursor [Homo sapiens];9;334;0.026239;12;12
NP_002651.2;PLCG1;1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1 isoform a [Homo sapiens];9;334;0.026239;14;14
NP_002703.1;PPP1R7;protein phosphatase 1 regulatory subunit 7 [Homo sapiens];9;334;0.026239;15;15
NP_003091.2;SNX2;sorting nexin-2 [Homo sapiens];9;334;0.026239;20;17
NP_003189.2;TCEB3;transcription elongation factor B polypeptide 3 [Homo sapiens];9;334;0.026239;16;16
NP_003300.1;TSPYL1;testis-specific Y-encoded-like protein 1 [Homo sapiens];9;334;0.026239;10;10
NP_003474.1;HMGA2;high mobility group protein HMGI-C isoform a [Homo sapiens];9;334;0.026239;19;19
NP_003680.2;AKR7A2;aflatoxin B1 aldehyde reductase member 2 [Homo sapiens];9;334;0.026239;15;15
NP_003968.2;AIP;AH receptor-interacting protein [Homo sapiens];9;334;0.026239;12;12
NP_004286.2;TRAF4;TNF receptor-associated factor 4 [Homo sapiens];9;334;0.026239;31;31
NP_004302.1;ARL3;ADP-ribosylation factor-like protein 3 [Homo sapiens];9;334;0.026239;8;8
NP_004308.2;ASNA1;ATPase ASNA1 [Homo sapiens];9;334;0.026239;24;24
NP_004539.1;NDUFB10;NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 [Homo sapiens];9;334;0.026239;11;11
NP_004554.2;PCK2;phosphoenolpyruvate carboxykinase [GTP], mitochondrial isoform 1 precursor [Homo sapiens];9;334;0.026239;13;13
NP_004682.2;ATP6V0D1;V-type proton ATPase subunit d 1 [Homo sapiens];9;334;0.026239;21;21
NP_004715.1;ZW10;centromere/kinetochore protein zw10 homolog [Homo sapiens];9;334;0.026239;16;16
NP_004773.1;SNAP29;synaptosomal-associated protein 29 [Homo sapiens];9;334;0.026239;9;9
NP_004891.3;null;probable DNA dC-_dU-editing enzyme APOBEC-3B [Homo sapiens];9;334;0.026239;50;50
NP_005004.1;NUCB2;nucleobindin-2 precursor [Homo sapiens];9;334;0.026239;9;9
NP_005021.2;PLK1;serine/threonine-protein kinase PLK1 [Homo sapiens];9;334;0.026239;15;15
NP_005106.2;MVP;major vault protein [Homo sapiens];9;334;0.026239;116;116
NP_005520.4;HSPG2;basement membrane-specific heparan sulfate proteoglycan core protein precursor [Homo sapiens];9;334;0.026239;33;33
NP_005522.2;IFI16;gamma-interferon-inducible protein 16 isoform 2 [Homo sapiens];9;334;0.026239;17;17
NP_005552.3;LAMP1;lysosome-associated membrane glycoprotein 1 precursor [Homo sapiens];9;334;0.026239;15;15
NP_006344.1;HMGN4;high mobility group nucleosome-binding domain-containing protein 4 [Homo sapiens];9;334;0.026239;16;13
NP_006448.3;null;PDZ and LIM domain protein 5 isoform a [Homo sapiens];9;334;0.026239;18;18
NP_006452.3;SPAG5;sperm-associated antigen 5 [Homo sapiens];9;334;0.026239;61;61
NP_006501.1;TRIM27;zinc finger protein RFP [Homo sapiens];9;334;0.026239;20;20
NP_006556.1;CTCF;transcriptional repressor CTCF isoform 1 [Homo sapiens];9;334;0.026239;19;19
NP_006692.1;TXNL4A;thioredoxin-like protein 4A [Homo sapiens];9;334;0.026239;10;10
NP_006741.1;SNTB2;beta-2-syntrophin [Homo sapiens];9;334;0.026239;23;23
NP_008834.3;PPA2;inorganic pyrophosphatase 2, mitochondrial isoform 2 precursor [Homo sapiens];9;334;0.026239;12;12
NP_009114.1;PKP3;plakophilin-3 [Homo sapiens];9;334;0.026239;11;11
NP_036440.1;KDM2A;lysine-specific demethylase 2A [Homo sapiens];9;334;0.026239;5;5
NP_055746.3;PPP6R1;serine/threonine-protein phosphatase 6 regulatory subunit 1 [Homo sapiens];9;334;0.026239;10;10
NP_055946.1;WDR43;WD repeat-containing protein 43 [Homo sapiens];9;334;0.026239;40;40
NP_056098.1;DPY19L1;protein dpy-19 homolog 1 [Homo sapiens];9;334;0.026239;27;27
NP_056197.2;HECTD1;E3 ubiquitin-protein ligase HECTD1 [Homo sapiens];9;334;0.026239;11;11
NP_056326.2;AAR2;hypothetical protein LOC25980 [Homo sapiens];9;334;0.026239;23;23
NP_057118.1;MRPS2;28S ribosomal protein S2, mitochondrial [Homo sapiens];9;334;0.026239;34;34
NP_057122.2;SBDS;ribosome maturation protein SBDS [Homo sapiens];9;334;0.026239;16;16
NP_057132.2;ISOC1;isochorismatase domain-containing protein 1 [Homo sapiens];9;334;0.026239;26;26
NP_057154.2;MRPS23;28S ribosomal protein S23, mitochondrial [Homo sapiens];9;334;0.026239;14;14
NP_057488.1;TRMT112;tRNA methyltransferase 112 homolog [Homo sapiens];9;334;0.026239;10;10
NP_057688.2;KDM3B;lysine-specific demethylase 3B [Homo sapiens];9;334;0.026239;12;12
NP_060130.3;GATAD2A;transcriptional repressor p66-alpha [Homo sapiens];9;334;0.026239;24;18
NP_060418.4;NOL8;nucleolar protein 8 [Homo sapiens];9;334;0.026239;11;11
NP_060554.3;CCDC88A;girdin isoform 2 [Homo sapiens];9;334;0.026239;61;61
NP_060563.2;WDR74;WD repeat-containing protein 74 [Homo sapiens];9;334;0.026239;17;17
NP_060640.2;RPRD1A;regulation of nuclear pre-mRNA domain-containing protein 1A [Homo sapiens];9;334;0.026239;32;21
NP_060644.4;MAP1S;microtubule-associated protein 1S [Homo sapiens];9;334;0.026239;10;10
NP_060855.2;LSG1;large subunit GTPase 1 homolog [Homo sapiens];9;334;0.026239;5;5
NP_060864.1;ABHD10;abhydrolase domain-containing protein 10, mitochondrial precursor [Homo sapiens];9;334;0.026239;10;10
NP_063937.2;GSK3A;glycogen synthase kinase-3 alpha [Homo sapiens];9;334;0.026239;6;6
NP_064628.1;TOMM22;mitochondrial import receptor subunit TOM22 homolog [Homo sapiens];9;334;0.026239;15;15
NP_065717.1;CLK4;dual specificity protein kinase CLK4 [Homo sapiens];9;334;0.026239;20;12
NP_065821.1;CGN;cingulin [Homo sapiens];9;334;0.026239;80;80
NP_066272.1;PDLIM1;PDZ and LIM domain protein 1 [Homo sapiens];9;334;0.026239;22;22
NP_075386.1;UPF3B;regulator of nonsense transcripts 3B isoform 2 [Homo sapiens];9;334;0.026239;17;17
NP_077718.3;NDUFS7;NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial precursor [Homo sapiens];9;334;0.026239;15;15
NP_078920.2;C14orf169;lysine-specific demethylase NO66 [Homo sapiens];9;334;0.026239;34;34
NP_112223.1;TRIM56;E3 ubiquitin-protein ligase TRIM56 [Homo sapiens];9;334;0.026239;9;9
NP_114129.1;TAF3;transcription initiation factor TFIID subunit 3 [Homo sapiens];9;334;0.026239;57;57
NP_115544.1;WDR75;WD repeat-containing protein 75 [Homo sapiens];9;334;0.026239;45;45
NP_115786.1;HOOK3;protein Hook homolog 3 [Homo sapiens];9;334;0.026239;89;89
NP_149080.2;ZCCHC3;zinc finger CCHC domain-containing protein 3 [Homo sapiens];9;334;0.026239;17;17
NP_478070.1;FAM207A;hypothetical protein LOC85395 [Homo sapiens];9;334;0.026239;13;13
NP_612639.2;TAF8;transcription initiation factor TFIID subunit 8 [Homo sapiens];9;334;0.026239;48;48
NP_620412.1;MSI2;RNA-binding protein Musashi homolog 2 isoform a [Homo sapiens];9;334;0.026239;11;11
NP_689821.3;SDE2;hypothetical protein LOC163859 [Homo sapiens];9;334;0.026239;7;7
NP_001189393.1;ZMYND11;zinc finger MYND domain-containing protein 11 isoform c [Homo sapiens];9;334;0.026239;11;11
NP_003100.1;SP1;transcription factor Sp1 isoform b [Homo sapiens];9;334;0.026239;11;11
NP_004976.2;KRAS;GTPase KRas isoform b precursor [Homo sapiens];9;334;0.026239;16;16
NP_005708.1;ARPC5;actin-related protein 2/3 complex subunit 5 [Homo sapiens];9;334;0.026239;12;12
NP_054781.1;NOB1;RNA-binding protein NOB1 [Homo sapiens];9;334;0.026239;9;9
NP_071383.1;MRPS14;28S ribosomal protein S14, mitochondrial [Homo sapiens];9;334;0.026239;10;10
NP_115487.2;MRPL14;39S ribosomal protein L14, mitochondrial precursor [Homo sapiens];9;334;0.026239;9;9
NP_665807.1;MTPN;myotrophin [Homo sapiens];9;334;0.026239;11;11
NP_849152.1;null;hypothetical protein LOC126526 [Homo sapiens];9;334;0.026239;10;10
NP_009115.2;NISCH;nischarin [Homo sapiens];9;334;0.026239;3;3
NP_001073912.1;null;kinesin-like protein KIF18B [Homo sapiens];9;334;0.026239;14;9
NP_002563.1;PAFAH1B2;platelet-activating factor acetylhydrolase IB subunit beta isoform a [Homo sapiens];9;334;0.026239;11;11
NP_060947.1;ACTR10;actin-related protein 10 [Homo sapiens];9;334;0.026239;5;5
NP_009175.2;PRR4;proline-rich protein 4 isoform 2 precursor [Homo sapiens];9;334;0.026239;12;12
NP_036466.2;MYO10;myosin-X [Homo sapiens];9;334;0.026239;2;2
NP_001825.1;CLTB;clathrin light chain B isoform a [Homo sapiens];9;334;0.026239;11;11
NP_000572.2;GPX1;glutathione peroxidase 1 isoform 1 [Homo sapiens];9;334;0.026239;8;8
NP_001070984.1;SLC39A7;zinc transporter SLC39A7 [Homo sapiens];9;334;0.026239;8;8
NP_006706.2;MAN2C1;alpha-mannosidase 2C1 [Homo sapiens];9;334;0.026239;11;11
NP_056418.1;CCDC9;coiled-coil domain-containing protein 9 [Homo sapiens];9;334;0.026239;10;10
NP_001175.2;ATR;serine/threonine-protein kinase ATR [Homo sapiens];9;334;0.026239;2;2
NP_001073918.2;DNA2;DNA2-like helicase [Homo sapiens];9;334;0.026239;1;1
NP_000121.2;F5;coagulation factor V precursor [Homo sapiens];8;334;0.023324;17;17
NP_000158.1;GK;glycerol kinase isoform b [Homo sapiens];8;334;0.023324;12;12
NP_000180.2;HK2;hexokinase-2 [Homo sapiens];8;334;0.023324;16;11
NP_000364.1;UMPS;uridine 5_-monophosphate synthase [Homo sapiens];8;334;0.023324;16;16
NP_000480.2;ATRX;transcriptional regulator ATRX isoform 1 [Homo sapiens];8;334;0.023324;33;33
NP_000704.1;BLVRB;flavin reductase [Homo sapiens];8;334;0.023324;24;24
NP_001006600.1;ERBB2IP;protein LAP2 isoform 7 [Homo sapiens];8;334;0.023324;17;17
NP_001007068.1;SDCBP;syntenin-1 isoform 1 [Homo sapiens];8;334;0.023324;13;13
NP_001011548.1;MAGEA4;melanoma-associated antigen 4 [Homo sapiens];8;334;0.023324;25;25
NP_001030611.1;FAM129B;niban-like protein 1 isoform 2 [Homo sapiens];8;334;0.023324;22;22
NP_001034230.1;TRIOBP;TRIO and F-actin-binding protein isoform 6 [Homo sapiens];8;334;0.023324;15;12
NP_001035830.1;PGP;phosphoglycolate phosphatase [Homo sapiens];8;334;0.023324;9;9
NP_001077362.1;STRN3;striatin-3 isoform 1 [Homo sapiens];8;334;0.023324;8;8
NP_001078851.1;PSAPL1;proactivator polypeptide-like 1 [Homo sapiens];8;334;0.023324;5;5
NP_001093392.1;ALG13;UDP-N-acetylglucosamine transferase subunit ALG13 homolog isoform 1 [Homo sapiens];8;334;0.023324;12;12
